file,latitude,longitude,elevation,K_percent,U_ppm,Th_ppm,K_from_PADK,K_from_PADU,K_from_PADTh,U_from_PADK,U_from_PADU,U_from_PADTh,Th_from_PADK,Th_from_PADU,Th_from_PADTh,w_PADK,w_PADU,w_PADTh,fit_r2
spect_000263.spc,53.2607700000,-9.0585440000,36.0,5.283,29.942,65.089,3.9457,0.8049,0.5321,0.7949,28.1155,1.0316,1.4631,3.0406,60.5849,0.5760,0.6879,0.5429,0.9999
spect_000264.spc,53.2651240000,-9.0488250000,56.5,5.812,29.821,66.854,4.4687,0.7976,0.5461,0.9003,27.8617,1.0588,1.6570,3.0132,62.1834,0.6524,0.6817,0.5572,1.0000
spect_000265.spc,53.2626100000,-9.0482490000,35.9,5.673,29.534,65.545,4.3473,0.7907,0.5352,0.8758,27.6204,1.0377,1.6120,2.9871,60.9456,0.6346,0.6758,0.5462,1.0000
spect_000266.spc,53.2634500000,-9.0539320000,59.8,5.699,32.061,60.167,4.3478,0.8658,0.4855,0.8759,30.2435,0.9413,1.6122,3.2708,55.2841,0.6347,0.7400,0.4954,1.0000
spect_000267.spc,53.2726600000,-9.0402480000,37.4,5.877,31.759,59.552,4.5408,0.8564,0.4798,0.9148,29.9141,0.9302,1.6838,3.2351,54.6332,0.6629,0.7319,0.4896,0.9997
spect_000268.spc,53.2627720000,-9.0546960000,50.7,5.762,31.557,59.219,4.4330,0.8513,0.4774,0.8931,29.7387,0.9256,1.6438,3.2162,54.3592,0.6472,0.7276,0.4871,0.9999
spect_000269.spc,53.2694910000,-9.0509670000,35.8,5.653,30.560,60.462,4.3408,0.8226,0.4896,0.8745,28.7362,0.9491,1.6096,3.1078,55.7449,0.6337,0.7031,0.4996,1.0000
spect_000270.spc,53.2670350000,-9.0506530000,60.8,5.565,30.567,63.666,4.2249,0.8219,0.5181,0.8511,28.7115,1.0045,1.5666,3.1051,58.9939,0.6168,0.7025,0.5287,0.9998
spect_000271.spc,53.2660680000,-9.0519050000,55.0,5.838,29.779,61.495,4.5406,0.7986,0.4988,0.9148,27.8968,0.9670,1.6837,3.0170,56.7948,0.6629,0.6826,0.5090,0.9998
spect_000272.spc,53.2653760000,-9.0403530000,49.7,5.410,28.541,62.134,4.1381,0.7650,0.5068,0.8337,26.7244,0.9826,1.5344,2.8902,57.7093,0.6041,0.6539,0.5172,0.9999
spect_000273.spc,53.2768690000,-9.0481670000,43.0,6.164,31.915,62.772,4.7987,0.8578,0.5072,0.9667,29.9653,0.9833,1.7794,3.2407,57.7525,0.7005,0.7332,0.5175,0.9999
spect_000274.spc,53.2652440000,-9.0525560000,53.9,5.479,30.318,62.613,4.1538,0.8157,0.5093,0.8368,28.4941,0.9874,1.5402,3.0816,57.9914,0.6064,0.6972,0.5197,0.9999
spect_000275.spc,53.2765000000,-9.0441970000,46.1,5.354,31.612,60.380,4.0109,0.8547,0.4888,0.8080,29.8560,0.9478,1.4872,3.2289,55.6640,0.5855,0.7305,0.4988,0.9999
spect_000276.spc,53.2764730000,-9.0450200000,51.5,5.166,30.084,56.372,3.8976,0.8135,0.4554,0.7852,28.4162,0.8829,1.4452,3.0731,51.8537,0.5690,0.6953,0.4647,1.0000
spect_000277.spc,53.2692320000,-9.0566410000,48.7,5.578,32.154,61.319,4.2132,0.8687,0.4960,0.8488,30.3434,0.9616,1.5623,3.2816,56.4756,0.6151,0.7424,0.5061,0.9999
spect_000278.spc,53.2642180000,-9.0468110000,42.3,5.953,30.948,60.097,4.6351,0.8323,0.4851,0.9338,29.0741,0.9404,1.7187,3.1443,55.2336,0.6767,0.7114,0.4950,0.9999
spect_000279.spc,53.2634100000,-9.0536990000,57.3,5.974,31.270,62.449,4.6279,0.8404,0.5055,0.9323,29.3580,0.9800,1.7161,3.1750,57.5577,0.6756,0.7183,0.5158,1.0000
spect_000280.spc,53.2684070000,-9.0547160000,39.2,5.407,27.812,66.519,4.1188,0.7421,0.5461,0.8298,25.9232,1.0588,1.5273,2.8035,62.1879,0.6013,0.6343,0.5573,0.9999
spect_000281.spc,53.2656900000,-9.0474730000,36.3,5.620,31.512,59.608,4.2877,0.8507,0.4813,0.8638,29.7151,0.9331,1.5899,3.2136,54.8044,0.6259,0.7271,0.4911,0.9999
spect_000282.spc,53.2653070000,-9.0434960000,38.9,6.086,31.876,60.332,4.7420,0.8582,0.4859,0.9553,29.9781,0.9421,1.7583,3.2421,55.3312,0.6923,0.7335,0.4958,0.9999
spect_000283.spc,53.2725780000,-9.0507960000,40.9,5.504,31.929,55.336,4.1948,0.8652,0.4436,0.8451,30.2237,0.8601,1.5554,3.2686,50.5121,0.6124,0.7395,0.4527,0.9998
spect_000284.spc,53.2643370000,-9.0595160000,46.4,5.876,31.248,65.156,4.5075,0.8392,0.5297,0.9081,29.3133,1.0270,1.6714,3.1702,60.3149,0.6580,0.7172,0.5405,1.0000
spect_000285.spc,53.2611620000,-9.0471070000,49.9,5.935,31.015,65.102,4.5741,0.8321,0.5292,0.9215,29.0673,1.0261,1.6961,3.1436,60.2624,0.6677,0.7112,0.5400,0.9999
spect_000286.spc,53.2718030000,-9.0573570000,63.7,5.291,29.470,59.057,4.0176,0.7939,0.4792,0.8094,27.7310,0.9291,1.4897,2.9990,54.5680,0.5865,0.6785,0.4890,0.9999
spect_000287.spc,53.2616260000,-9.0561200000,51.5,5.411,28.775,57.056,4.1751,0.7740,0.4618,0.8411,27.0384,0.8953,1.5481,2.9241,52.5833,0.6095,0.6616,0.4712,1.0000
spect_000288.spc,53.2791010000,-9.0436160000,64.2,5.617,30.149,60.912,4.3123,0.8108,0.4940,0.8688,28.3226,0.9577,1.5990,3.0630,56.2499,0.6295,0.6930,0.5041,0.9999
spect_000289.spc,53.2758220000,-9.0449140000,61.4,6.157,30.095,58.346,4.8800,0.8073,0.4697,0.9831,28.2009,0.9107,1.8095,3.0499,53.4871,0.7124,0.6900,0.4793,1.0000
spect_000290.spc,53.2761030000,-9.0488570000,41.7,5.617,30.223,60.968,4.3092,0.8129,0.4944,0.8681,28.3963,0.9586,1.5979,3.0710,56.2994,0.6291,0.6948,0.5045,0.9997
spect_000291.spc,53.2655400000,-9.0526800000,45.1,5.591,32.278,64.865,4.1929,0.8706,0.5271,0.8447,30.4116,1.0220,1.5547,3.2889,60.0218,0.6121,0.7441,0.5379,0.9999
spect_000292.spc,53.2739150000,-9.0463160000,46.0,5.995,29.062,66.233,4.6789,0.7750,0.5407,0.9426,27.0707,1.0483,1.7350,2.9276,61.5705,0.6831,0.6624,0.5518,1.0000
spect_000293.spc,53.2617250000,-9.0540120000,64.0,5.394,29.042,57.007,4.1513,0.7818,0.4612,0.8363,27.3111,0.8941,1.5393,2.9536,52.5137,0.6060,0.6682,0.4706,1.0000
spect_000294.spc,53.2747180000,-9.0411080000,58.3,6.114,31.103,63.382,4.7662,0.8344,0.5134,0.9602,29.1470,0.9954,1.7673,3.1522,58.4627,0.6958,0.7132,0.5239,1.0000
spect_000295.spc,53.2701370000,-9.0576810000,44.3,5.326,29.598,56.599,4.0707,0.7985,0.4573,0.8201,27.8912,0.8866,1.5094,3.0164,52.0731,0.5943,0.6824,0.4666,0.9999
spect_000296.spc,53.2712160000,-9.0560350000,43.2,5.730,30.131,55.932,4.4685,0.8118,0.4497,0.9002,28.3590,0.8719,1.6569,3.0670,51.2083,0.6523,0.6939,0.4589,0.9998
spect_000297.spc,53.2634450000,-9.0506050000,47.7,5.548,29.223,64.365,4.2391,0.7830,0.5255,0.8540,27.3497,1.0188,1.5719,2.9578,59.8357,0.6188,0.6692,0.5362,0.9999
spect_000298.spc,53.2732650000,-9.0416180000,52.3,5.427,29.078,55.600,4.1951,0.7833,0.4486,0.8452,27.3634,0.8698,1.5556,2.9593,51.0850,0.6124,0.6695,0.4578,0.9999
spect_000299.spc,53.2636710000,-9.0502560000,55.2,5.885,28.754,59.816,4.6309,0.7695,0.4847,0.9329,26.8815,0.9397,1.7171,2.9072,55.1918,0.6760,0.6577,0.4946,1.0000
spect_000300.spc,53.2780370000,-9.0427640000,55.1,6.093,32.495,61.896,4.7187,0.8753,0.4992,0.9506,30.5763,0.9678,1.7497,3.3068,56.8396,0.6889,0.7481,0.5094,0.9999
spect_000301.spc,53.2774330000,-9.0556880000,39.5,5.475,30.120,57.614,4.1973,0.8122,0.4654,0.8456,28.3719,0.9022,1.5564,3.0684,52.9892,0.6127,0.6942,0.4749,0.9998
spect_000302.spc,53.2681950000,-9.0515610000,48.7,5.738,30.776,55.434,4.4622,0.8306,0.4447,0.8989,29.0147,0.8623,1.6546,3.1379,50.6420,0.6514,0.7099,0.4538,0.9999
spect_000303.spc,53.2712350000,-9.0402460000,42.4,6.095,31.029,56.038,4.8101,0.8356,0.4487,0.9691,29.1898,0.8700,1.7836,3.1568,51.0975,0.7022,0.7142,0.4579,0.9999
spect_000304.spc,53.2757830000,-9.0465370000,39.3,5.310,29.967,53.998,4.0660,0.8103,0.4341,0.8191,28.3061,0.8416,1.5077,3.0612,49.4293,0.5936,0.6926,0.4430,1.0000
spect_000305.spc,53.2641270000,-9.0429100000,43.2,6.110,30.751,63.749,4.7690,0.8241,0.5170,0.9608,28.7882,1.0023,1.7684,3.1134,58.8673,0.6962,0.7044,0.5275,0.9999
spect_000306.spc,53.2618510000,-9.0400640000,43.1,5.554,29.743,62.003,4.2505,0.7990,0.5042,0.8563,27.9097,0.9775,1.5761,3.0184,57.4085,0.6205,0.6829,0.5145,1.0000
spect_000307.spc,53.2625590000,-9.0566690000,48.6,6.137,29.879,59.289,4.8576,0.8008,0.4783,0.9786,27.9733,0.9273,1.8012,3.0253,54.4626,0.7091,0.6844,0.4881,0.9998
spect_000308.spc,53.2651410000,-9.0402670000,58.2,5.444,32.126,52.432,4.1537,0.8725,0.4180,0.8368,30.4788,0.8104,1.5402,3.2962,47.5958,0.6064,0.7457,0.4265,0.9997
spect_000309.spc,53.2776000000,-9.0540380000,48.5,6.005,30.426,59.934,4.7041,0.8170,0.4839,0.9477,28.5402,0.9382,1.7443,3.0866,55.1036,0.6867,0.6983,0.4938,1.0000
spect_000310.spc,53.2689220000,-9.0558020000,46.8,5.769,29.171,53.623,4.5537,0.7850,0.4301,0.9174,27.4197,0.8338,1.6885,2.9654,48.9690,0.6648,0.6709,0.4388,1.0000
spect_000311.spc,53.2741830000,-9.0444000000,48.6,5.785,30.277,56.598,4.5140,0.8155,0.4553,0.9094,28.4853,0.8827,1.6738,3.0806,51.8439,0.6590,0.6970,0.4646,0.9997
spect_000312.spc,53.2732220000,-9.0528080000,58.4,6.147,29.630,62.468,4.8479,0.7921,0.5065,0.9767,27.6710,0.9821,1.7976,2.9926,57.6775,0.7077,0.6770,0.5169,0.9999
spect_000313.spc,53.2783570000,-9.0553690000,40.7,5.964,32.091,58.612,4.6276,0.8659,0.4709,0.9323,30.2461,0.9131,1.7159,3.2711,53.6255,0.6756,0.7401,0.4806,0.9999
spect_000314.spc,53.2609100000,-9.0476440000,37.9,6.152,31.935,59.138,4.8172,0.8601,0.4751,0.9705,30.0430,0.9212,1.7862,3.2491,54.1027,0.7032,0.7351,0.4848,1.0000
spect_000315.spc,53.2676250000,-9.0466020000,43.7,5.987,31.236,58.378,4.6761,0.8412,0.4695,0.9420,29.3835,0.9104,1.7339,3.1778,53.4663,0.6826,0.7189,0.4791,0.9999
spect_000316.spc,53.2770440000,-9.0511830000,57.6,5.733,29.248,57.144,4.4862,0.7858,0.4612,0.9038,27.4503,0.8941,1.6635,2.9687,52.5118,0.6549,0.6716,0.4706,0.9999
spect_000317.spc,53.2768710000,-9.0556250000,53.0,5.829,28.818,62.233,4.5526,0.7706,0.5061,0.9172,26.9196,0.9813,1.6881,2.9113,57.6337,0.6646,0.6587,0.5165,1.0000
spect_000318.spc,53.2716760000,-9.0570740000,64.3,6.176,30.544,62.542,4.8517,0.8183,0.5063,0.9774,28.5853,0.9816,1.7990,3.0914,57.6511,0.7083,0.6994,0.5166,1.0000
spect_000319.spc,53.2632320000,-9.0458820000,37.9,6.084,31.299,60.649,4.7529,0.8414,0.4892,0.9575,29.3926,0.9485,1.7624,3.1787,55.7074,0.6939,0.7192,0.4992,1.0000
spect_000320.spc,53.2603570000,-9.0482500000,62.1,5.779,30.476,60.145,4.4730,0.8196,0.4864,0.9011,28.6314,0.9431,1.6586,3.0964,55.3904,0.6530,0.7005,0.4964,1.0000
spect_000321.spc,53.2602790000,-9.0580760000,38.2,5.897,30.286,57.936,4.6160,0.8145,0.4668,0.9299,28.4516,0.9049,1.7116,3.0770,53.1477,0.6739,0.6961,0.4763,0.9999
spect_000322.spc,53.2662580000,-9.0422580000,38.4,5.532,28.842,60.061,4.2704,0.7740,0.4879,0.8603,27.0361,0.9459,1.5835,2.9239,55.5540,0.6234,0.6615,0.4978,0.9998
spect_000323.spc,53.2742030000,-9.0532740000,60.0,6.063,30.447,58.512,4.7736,0.8179,0.4712,0.9617,28.5716,0.9135,1.7701,3.0900,53.6523,0.6969,0.6991,0.4808,1.0000
spect_000324.spc,53.2703310000,-9.0565410000,41.1,6.040,29.946,58.351,4.7662,0.8037,0.4703,0.9602,28.0739,0.9117,1.7673,3.0361,53.5474,0.6958,0.6869,0.4799,1.0000
spect_000325.spc,53.2722420000,-9.0547580000,36.4,5.379,28.626,56.737,4.1498,0.7701,0.4592,0.8360,26.8995,0.8903,1.5387,2.9091,52.2896,0.6058,0.6582,0.4686,0.9999
spect_000326.spc,53.2726530000,-9.0577290000,44.2,6.070,30.502,59.436,4.7713,0.8191,0.4793,0.9612,28.6120,0.9292,1.7692,3.0943,54.5726,0.6965,0.7001,0.4890,0.9999
spect_000327.spc,53.2778540000,-9.0555670000,40.3,5.481,29.303,58.320,4.2205,0.7883,0.4723,0.8503,27.5374,0.9156,1.5650,2.9781,53.7765,0.6161,0.6738,0.4819,1.0000
spect_000328.spc,53.2633570000,-9.0591270000,60.3,6.161,29.879,62.164,4.8579,0.7994,0.5036,0.9787,27.9244,0.9763,1.8013,3.0200,57.3424,0.7092,0.6833,0.5139,0.9999
spect_000329.spc,53.2744100000,-9.0548990000,52.0,5.919,31.269,60.209,4.5910,0.8417,0.4859,0.9249,29.4023,0.9420,1.7024,3.1798,55.3265,0.6702,0.7194,0.4958,0.9998
spect_000330.spc,53.2706020000,-9.0515120000,41.0,5.715,31.048,59.912,4.3942,0.8366,0.4841,0.8853,29.2244,0.9385,1.6294,3.1605,55.1224,0.6415,0.7151,0.4940,0.9999
spect_000331.spc,53.2605390000,-9.0541860000,40.3,6.160,28.037,60.311,4.9243,0.7471,0.4888,0.9920,26.0972,0.9478,1.8259,2.8224,55.6629,0.7189,0.6385,0.4988,1.0000
spect_000332.spc,53.2790840000,-9.0593910000,63.5,5.541,30.379,54.494,4.2834,0.8207,0.4374,0.8629,28.6684,0.8480,1.5883,3.1004,49.8053,0.6253,0.7015,0.4463,0.9998
spect_000333.spc,53.2660440000,-9.0437890000,39.3,6.072,29.497,56.529,4.8257,0.7914,0.4545,0.9722,27.6441,0.8811,1.7894,2.9896,51.7504,0.7045,0.6764,0.4638,0.9999
spect_000334.spc,53.2765580000,-9.0505440000,43.7,5.999,29.981,60.492,4.7058,0.8040,0.4893,0.9480,28.0848,0.9486,1.7449,3.0373,55.7100,0.6870,0.6872,0.4992,0.9999
spect_000335.spc,53.2751010000,-9.0580700000,42.5,5.731,28.131,59.358,4.4965,0.7526,0.4817,0.9059,26.2909,0.9339,1.6673,2.8433,54.8471,0.6564,0.6433,0.4915,0.9999
spect_000336.spc,53.2783880000,-9.0528450000,58.2,5.475,28.857,55.632,4.2495,0.7767,0.4490,0.8561,27.1307,0.8704,1.5757,2.9341,51.1218,0.6204,0.6638,0.4581,0.9999
spect_000337.spc,53.2784750000,-9.0560910000,47.4,5.892,29.126,61.672,4.6118,0.7794,0.5007,0.9291,27.2262,0.9708,1.7101,2.9444,57.0176,0.6732,0.6662,0.5110,0.9999
spect_000338.spc,53.2674050000,-9.0521410000,55.1,5.437,30.437,51.229,4.2039,0.8244,0.4089,0.8469,28.7975,0.7927,1.5588,3.1144,46.5557,0.6137,0.7046,0.4172,0.9999
spect_000339.spc,53.2643460000,-9.0503290000,37.2,5.569,29.398,58.218,4.3073,0.7906,0.4710,0.8677,27.6171,0.9132,1.5972,2.9867,53.6342,0.6288,0.6757,0.4806,0.9999
spect_000340.spc,53.2783170000,-9.0433010000,50.0,6.206,29.203,60.389,4.9368,0.7804,0.4884,0.9946,27.2613,0.9469,1.8306,2.9482,55.6105,0.7207,0.6670,0.4983,1.0000
spect_000341.spc,53.2755490000,-9.0515860000,60.2,6.055,29.005,58.209,4.8092,0.7765,0.4698,0.9689,27.1254,0.9108,1.7833,2.9336,53.4919,0.7021,0.6637,0.4794,0.9999
spect_000342.spc,53.2636070000,-9.0491420000,40.7,5.659,29.267,54.831,4.4305,0.7878,0.4410,0.8926,27.5194,0.8549,1.6428,2.9762,50.2118,0.6468,0.6733,0.4500,0.9999
spect_000343.spc,53.2641730000,-9.0525320000,57.1,5.565,28.519,50.866,4.3901,0.7685,0.4069,0.8844,26.8454,0.7889,1.6278,2.9033,46.3351,0.6409,0.6568,0.4152,1.0000
spect_000344.spc,53.2721990000,-9.0476490000,41.4,5.887,28.896,56.361,4.6573,0.7752,0.4541,0.9383,27.0773,0.8804,1.7269,2.9283,51.7060,0.6799,0.6625,0.4634,0.9999
spect_000345.spc,53.2667910000,-9.0558580000,62.6,5.430,27.853,54.486,4.2414,0.7485,0.4399,0.8545,26.1459,0.8528,1.5727,2.8276,50.0857,0.6192,0.6397,0.4488,0.9999
spect_000346.spc,53.2782530000,-9.0463870000,41.0,5.809,29.494,52.874,4.5921,0.7944,0.4230,0.9251,27.7490,0.8202,1.7028,3.0010,48.1700,0.6704,0.6790,0.4317,0.9999
spect_000347.spc,53.2658650000,-9.0509730000,57.6,5.760,27.920,50.570,4.6058,0.7503,0.4042,0.9279,26.2083,0.7837,1.7078,2.8344,46.0277,0.6724,0.6413,0.4125,0.9999
spect_000348.spc,53.2639660000,-9.0465180000,55.5,6.082,29.136,54.756,4.8617,0.7817,0.4391,0.9794,27.3057,0.8513,1.8027,2.9531,50.0003,0.7097,0.6681,0.4481,0.9999
spect_000349.spc,53.2765480000,-9.0528330000,43.0,5.971,27.787,58.364,4.7570,0.7418,0.4725,0.9583,25.9127,0.9160,1.7639,2.8024,53.7982,0.6944,0.6340,0.4821,1.0000
spect_000350.spc,53.2611720000,-9.0594160000,54.0,5.751,29.113,62.231,4.4654,0.7796,0.5061,0.8996,27.2325,0.9812,1.6558,2.9451,57.6300,0.6519,0.6663,0.5164,1.0000
spect_000351.spc,53.2634000000,-9.0464050000,41.9,5.680,27.840,54.979,4.4899,0.7465,0.4435,0.9045,26.0753,0.8598,1.6649,2.8200,50.4945,0.6555,0.6380,0.4525,1.0000
spect_000352.spc,53.2670430000,-9.0545260000,35.3,5.834,30.649,61.239,4.5139,0.8238,0.4958,0.9094,28.7780,0.9612,1.6738,3.1123,56.4527,0.6590,0.7041,0.5059,1.0000
spect_000353.spc,53.2778760000,-9.0521020000,42.7,5.583,27.773,54.640,4.3970,0.7452,0.4408,0.8858,26.0321,0.8546,1.6304,2.8153,50.1939,0.6419,0.6369,0.4498,1.0000
spect_000354.spc,53.2702590000,-9.0524060000,64.9,5.661,30.119,59.281,4.3712,0.8104,0.4795,0.8806,28.3090,0.9296,1.6209,3.0616,54.5987,0.6381,0.6927,0.4893,0.9998
spect_000355.spc,53.2775740000,-9.0552370000,45.8,5.639,28.521,49.804,4.4733,0.7686,0.3973,0.9012,26.8497,0.7703,1.6587,2.9037,45.2416,0.6530,0.6570,0.4054,1.0000
spect_000356.spc,53.2779520000,-9.0562730000,63.4,5.746,30.513,51.086,4.5144,0.8249,0.4066,0.9095,28.8151,0.7883,1.6739,3.1163,46.2956,0.6590,0.7050,0.4149,0.9999
spect_000357.spc,53.2682010000,-9.0522950000,36.6,5.494,28.543,51.612,4.3115,0.7693,0.4137,0.8686,26.8721,0.8021,1.5987,2.9062,47.1076,0.6294,0.6575,0.4221,0.9998
spect_000358.spc,53.2663290000,-9.0470160000,56.4,5.834,29.164,57.892,4.5845,0.7825,0.4675,0.9236,27.3338,0.9064,1.6999,2.9561,53.2355,0.6693,0.6688,0.4771,1.0000
spect_000359.spc,53.2709720000,-9.0496190000,64.7,5.381,27.974,56.420,4.1728,0.7514,0.4570,0.8406,26.2469,0.8860,1.5473,2.8385,52.0341,0.6092,0.6422,0.4663,0.9999
spect_000360.spc,53.2716670000,-9.0453560000,49.4,6.238,30.053,56.453,4.9784,0.8065,0.4528,1.0029,28.1717,0.8779,1.8460,3.0467,51.5602,0.7268,0.6893,0.4621,0.9999
spect_000361.spc,53.2702450000,-9.0504910000,40.3,5.551,28.051,55.278,4.3519,0.7531,0.4463,0.8767,26.3085,0.8653,1.6137,2.8452,50.8195,0.6353,0.6437,0.4554,0.9999
spect_000362.spc,53.2615510000,-9.0534360000,49.2,5.869,30.339,54.200,4.6176,0.8178,0.4338,0.9303,28.5678,0.8411,1.7122,3.0895,49.3979,0.6741,0.6990,0.4427,0.9999
spect_000363.spc,53.2645610000,-9.0569640000,49.8,5.574,30.459,55.403,4.3063,0.8224,0.4452,0.8675,28.7282,0.8632,1.5968,3.1069,50.6994,0.6287,0.7029,0.4543,0.9998
spect_000364.spc,53.2737490000,-9.0519160000,41.6,5.682,27.442,53.815,4.5125,0.7355,0.4335,0.9091,25.6924,0.8405,1.6733,2.7786,49.3633,0.6588,0.6286,0.4424,1.0000
spect_000365.spc,53.2792920000,-9.0486040000,51.5,6.056,29.814,59.448,4.7767,0.7993,0.4800,0.9623,27.9206,0.9306,1.7712,3.0196,54.6571,0.6973,0.6832,0.4898,0.9999
spect_000366.spc,53.2604410000,-9.0576550000,48.3,6.118,28.839,59.232,4.8683,0.7709,0.4788,0.9808,26.9305,0.9282,1.8052,2.9125,54.5146,0.7107,0.6589,0.4885,1.0000
spect_000367.spc,53.2694170000,-9.0532680000,44.6,5.980,27.162,54.262,4.8175,0.7256,0.4368,0.9705,25.3448,0.8468,1.7864,2.7410,49.7345,0.7033,0.6201,0.4457,0.9999
spect_000368.spc,53.2622330000,-9.0494240000,35.8,5.965,29.392,58.955,4.7008,0.7879,0.4763,0.9470,27.5211,0.9234,1.7431,2.9763,54.2351,0.6862,0.6734,0.4860,0.9996
spect_000369.spc,53.2730290000,-9.0439320000,58.9,5.799,29.254,59.137,4.5353,0.7848,0.4785,0.9137,27.4127,0.9278,1.6817,2.9646,54.4904,0.6621,0.6707,0.4883,1.0000
spect_000370.spc,53.2721710000,-9.0565140000,53.9,5.724,30.189,58.394,4.4406,0.8125,0.4714,0.8946,28.3808,0.9140,1.6466,3.0693,53.6779,0.6483,0.6944,0.4810,1.0000
spect_000371.spc,53.2638620000,-9.0410450000,57.7,5.839,30.024,49.097,4.6388,0.8112,0.3892,0.9345,28.3353,0.7545,1.7201,3.0644,44.3126,0.6772,0.6933,0.3971,0.9999
spect_000372.spc,53.2704340000,-9.0405130000,39.2,5.673,30.245,52.762,4.4342,0.8169,0.4218,0.8933,28.5342,0.8178,1.6442,3.0859,48.0322,0.6473,0.6982,0.4304,0.9998
spect_000373.spc,53.2643730000,-9.0550070000,57.5,5.759,26.758,60.202,4.5563,0.7125,0.4902,0.9179,24.8893,0.9504,1.6895,2.6917,55.8211,0.6651,0.6090,0.5002,0.9999
spect_000374.spc,53.2796050000,-9.0492200000,56.9,6.099,27.270,57.184,4.9101,0.7267,0.4621,0.9892,25.3848,0.8959,1.8207,2.7453,52.6184,0.7168,0.6211,0.4715,0.9999
spect_000375.spc,53.2699630000,-9.0540250000,56.2,5.734,28.954,56.829,4.4982,0.7775,0.4586,0.9062,27.1585,0.8892,1.6680,2.9371,52.2242,0.6567,0.6645,0.4680,1.0000
spect_000376.spc,53.2748280000,-9.0507270000,36.7,6.010,28.010,61.230,4.7661,0.7467,0.4974,0.9602,26.0849,0.9644,1.7673,2.8210,56.6422,0.6958,0.6382,0.5076,0.9999
spect_000377.spc,53.2782300000,-9.0516240000,45.4,5.523,26.938,51.452,4.3866,0.7229,0.4136,0.8837,25.2528,0.8019,1.6265,2.7310,47.0942,0.6404,0.6179,0.4220,0.9999
spect_000378.spc,53.2704330000,-9.0460870000,56.3,6.011,29.928,53.998,4.7736,0.8052,0.4320,0.9617,28.1287,0.8375,1.7701,3.0421,49.1854,0.6969,0.6882,0.4408,1.0000
spect_000379.spc,53.2766390000,-9.0593600000,53.4,5.581,27.160,51.550,4.4378,0.7289,0.4141,0.8940,25.4629,0.8028,1.6456,2.7538,47.1509,0.6479,0.6230,0.4225,0.9999
spect_000380.spc,53.2698700000,-9.0533040000,64.7,5.685,27.541,58.389,4.4747,0.7363,0.4738,0.9015,25.7205,0.9186,1.6593,2.7816,53.9481,0.6532,0.6293,0.4834,0.9999
spect_000381.spc,53.2706280000,-9.0400530000,63.4,5.863,29.020,57.034,4.6243,0.7786,0.4600,0.9316,27.1969,0.8918,1.7147,2.9413,52.3778,0.6751,0.6654,0.4694,0.9999
spect_000382.spc,53.2694780000,-9.0551150000,44.5,5.826,26.242,57.765,4.6583,0.6984,0.4690,0.9385,24.3946,0.9092,1.7273,2.6382,53.3997,0.6800,0.5969,0.4785,0.9999
spect_000383.spc,53.2727750000,-9.0471380000,42.9,6.421,27.666,53.608,5.2541,0.7379,0.4292,1.0585,25.7758,0.8321,1.9482,2.7876,48.8725,0.7670,0.6307,0.4380,0.9999
spect_000384.spc,53.2623870000,-9.0426090000,62.8,5.864,27.578,51.762,4.7096,0.7393,0.4147,0.9488,25.8250,0.8040,1.7463,2.7929,47.2226,0.6875,0.6319,0.4232,1.0000
spect_000385.spc,53.2795410000,-9.0572570000,37.0,6.196,27.459,52.997,5.0377,0.7334,0.4247,1.0149,25.6206,0.8234,1.8680,2.7708,48.3580,0.7354,0.6269,0.4334,0.9999
spect_000386.spc,53.2616070000,-9.0481310000,37.8,5.608,27.378,54.640,4.4328,0.7337,0.4411,0.8930,25.6299,0.8552,1.6437,2.7718,50.2250,0.6471,0.6271,0.4501,1.0000
spect_000387.spc,53.2653750000,-9.0433890000,62.7,5.595,28.114,51.710,4.4239,0.7563,0.4146,0.8912,26.4184,0.8039,1.6404,2.8571,47.2127,0.6458,0.6464,0.4231,0.9999
spect_000388.spc,53.2630510000,-9.0443230000,58.1,6.249,28.104,49.976,5.0984,0.7531,0.3973,1.0271,26.3070,0.7703,1.8905,2.8450,45.2400,0.7443,0.6437,0.4054,1.0000
spect_000389.spc,53.2772200000,-9.0582320000,54.5,6.190,27.046,50.515,5.0643,0.7227,0.4032,1.0203,25.2437,0.7816,1.8779,2.7300,45.9075,0.7393,0.6177,0.4114,1.0000
spect_000390.spc,53.2798280000,-9.0412530000,64.8,5.990,27.236,59.453,4.7825,0.7253,0.4825,0.9635,25.3368,0.9354,1.7734,2.7401,54.9391,0.6982,0.6199,0.4923,0.9999
spect_000391.spc,53.2658010000,-9.0508520000,63.5,5.919,26.749,48.333,4.8172,0.7166,0.3850,0.9705,25.0324,0.7464,1.7862,2.7072,43.8394,0.7032,0.6125,0.3929,0.9999
spect_000392.spc,53.2785850000,-9.0597160000,44.5,5.619,26.280,58.007,4.4467,0.7005,0.4717,0.8958,24.4701,0.9145,1.6489,2.6464,53.7118,0.6492,0.5987,0.4813,0.9996
spect_000393.spc,53.2715050000,-9.0481770000,62.2,5.767,28.255,51.644,4.5944,0.7594,0.4134,0.9256,26.5283,0.8015,1.7036,2.8690,47.0709,0.6707,0.6491,0.4218,1.0000
spect_000394.spc,53.2679070000,-9.0513340000,56.6,5.759,27.425,56.976,4.5644,0.7332,0.4612,0.9195,25.6112,0.8941,1.6925,2.7698,52.5133,0.6663,0.6266,0.4706,0.9998
