file,K_percent,U_ppm,Th_ppm,w_PADK,w_PADU,w_PADTh,fit_r2
sample_777,4.35,20.4,1.4,21.77,30.4,4.05,0.9941
sample_778,1.81,21.8,7.7,9.03,32.52,22.1,0.9943
sample_779,5.19,8.8,2.5,25.95,13.15,7.14,0.9945
sample_780,3.15,22.7,2.3,15.74,33.89,6.61,0.994
sample_781,1.51,10.9,4.0,7.55,16.32,11.29,0.9939
sample_782,2.55,15.0,0.3,12.74,22.33,1.0,0.994
sample_783,1.59,17.8,6.3,7.97,26.62,18.11,0.9942
sample_784,3.23,16.5,8.8,16.14,24.56,25.07,0.9939
sample_785,2.12,22.0,1.0,10.61,32.87,2.77,0.9941
sample_786,5.36,5.6,2.6,26.8,8.37,7.47,0.9948
sample_787,1.14,10.3,10.2,5.69,15.41,29.01,0.9946
sample_788,2.91,21.8,1.5,14.55,32.51,4.35,0.9939
sample_789,3.58,5.5,2.0,17.92,8.14,5.71,0.9944
sample_790,0.55,3.6,2.0,2.77,5.4,5.85,0.9939
sample_791,4.02,15.1,4.5,20.11,22.5,12.92,0.9936
sample_792,2.14,22.5,0.9,10.71,33.65,2.46,0.9943
sample_793,4.09,15.5,9.7,20.45,23.18,27.58,0.9937
sample_794,2.08,23.0,9.7,10.4,34.3,27.84,0.9942
sample_795,3.22,4.0,5.1,16.11,5.93,14.5,0.9934
sample_796,0.54,16.3,4.5,2.68,24.37,12.78,0.9949
sample_797,3.08,12.8,3.2,15.41,19.04,9.04,0.9935
sample_798,3.44,18.3,1.5,17.22,27.27,4.2,0.9939
sample_799,0.79,21.3,2.9,3.97,31.83,8.27,0.995
sample_800,2.83,15.2,1.9,14.13,22.66,5.35,0.9939
sample_801,5.43,14.1,8.3,27.15,21.08,23.63,0.9933
sample_802,4.55,18.8,9.3,22.76,28.0,26.46,0.9936
sample_803,2.01,7.4,6.4,10.06,11.1,18.41,0.9936
sample_804,2.73,19.8,3.2,13.67,29.51,9.18,0.994
sample_805,3.79,3.6,5.3,18.93,5.35,15.03,0.9934
sample_806,4.06,13.8,3.9,20.3,20.52,11.04,0.9939
sample_807,2.57,24.2,4.7,12.85,36.14,13.47,0.9942
sample_808,1.36,13.3,10.5,6.81,19.8,29.87,0.9945
sample_809,4.25,6.3,3.7,21.27,9.35,10.69,0.994
sample_810,4.44,6.3,1.7,22.21,9.47,4.9,0.995
sample_811,1.66,20.9,2.2,8.32,31.18,6.3,0.9941
sample_812,2.14,21.0,4.5,10.68,31.4,12.89,0.9942
sample_813,4.78,22.7,1.3,23.88,33.86,3.62,0.9941
sample_814,3.12,20.3,7.8,15.62,30.35,22.42,0.9938
sample_815,2.87,11.1,5.9,14.36,16.55,16.75,0.9935
sample_816,3.58,16.3,6.8,17.91,24.38,19.5,0.9935
sample_817,1.19,2.9,3.7,5.94,4.26,10.64,0.9934
sample_818,3.88,8.5,5.5,19.41,12.67,15.76,0.9935
sample_819,2.77,14.6,7.3,13.87,21.76,20.84,0.9936
sample_820,1.28,6.1,10.3,6.39,9.04,29.34,0.9945
sample_821,3.76,19.6,5.7,18.81,29.31,16.29,0.9937
sample_822,1.98,5.1,4.9,9.92,7.64,14.12,0.9931
sample_823,3.69,23.3,1.4,18.46,34.72,3.91,0.9942
sample_824,3.66,24.3,6.9,18.29,36.28,19.63,0.9937
sample_825,5.02,22.6,3.4,25.1,33.68,9.84,0.9939
sample_826,2.5,4.0,9.3,12.48,5.96,26.64,0.9935
sample_827,2.5,10.6,0.8,12.48,15.84,2.32,0.9939
sample_828,5.6,26.4,9.4,28.02,39.34,26.99,0.9937
sample_829,1.92,10.7,5.2,9.62,16.03,14.72,0.9939
sample_830,2.65,3.4,0.5,13.24,5.02,1.3,0.9955
sample_831,1.53,4.5,0.9,7.67,6.74,2.65,0.9938
sample_832,3.48,15.7,8.3,17.39,23.47,23.8,0.9936
sample_833,2.63,6.7,10.4,13.17,10.07,29.7,0.9937
sample_834,1.55,7.6,11.0,7.76,11.3,31.33,0.9943
sample_835,3.91,12.4,0.2,19.54,18.57,0.52,0.9946
sample_836,5.28,18.1,2.6,26.41,27.05,7.47,0.9941
sample_837,3.43,5.7,1.6,17.14,8.44,4.59,0.9947
sample_838,1.54,2.2,2.0,7.71,3.32,5.64,0.9931
sample_839,2.84,17.0,4.1,14.18,25.44,11.67,0.9938
sample_840,1.82,4.1,10.2,9.11,6.17,29.12,0.994
sample_841,0.85,6.7,2.8,4.26,9.98,7.88,0.9939
sample_842,4.04,5.7,5.2,20.18,8.45,14.84,0.9936
sample_843,1.54,17.0,3.8,7.71,25.41,10.91,0.9942
sample_844,5.14,18.4,4.4,25.69,27.47,12.54,0.9938
sample_845,3.17,10.5,1.4,15.85,15.61,3.99,0.9941
sample_846,4.12,20.2,1.9,20.58,30.16,5.5,0.9942
sample_847,1.63,3.7,10.1,8.16,5.55,28.76,0.9942
sample_848,3.59,16.9,5.6,17.96,25.24,15.97,0.9936
sample_849,4.27,20.6,7.5,21.35,30.77,21.55,0.9937
sample_850,2.6,12.4,5.3,12.99,18.5,15.03,0.9936
sample_851,5.42,9.9,10.5,27.11,14.83,29.91,0.9932
sample_852,3.99,16.7,1.5,19.96,25.0,4.34,0.994
sample_853,1.34,17.5,3.5,6.7,26.09,10.12,0.9944
sample_854,2.54,22.0,6.9,12.71,32.83,19.75,0.9942
sample_855,2.51,11.3,5.0,12.56,16.89,14.23,0.9935
sample_856,3.26,16.2,4.1,16.3,24.16,11.83,0.9937
sample_857,4.26,26.2,8.9,21.28,39.17,25.3,0.9938
sample_858,4.74,18.5,2.3,23.7,27.6,6.57,0.994
sample_859,4.5,4.9,9.8,22.48,7.27,28.04,0.9933
sample_860,2.05,17.5,9.6,10.25,26.15,27.43,0.9942
sample_861,3.43,20.2,7.3,17.13,30.19,20.9,0.9937
sample_862,4.65,13.4,5.6,23.26,19.98,15.93,0.9936
sample_863,3.25,23.0,1.7,16.24,34.26,4.72,0.994
sample_864,1.74,3.3,4.3,8.72,4.9,12.16,0.9933
sample_865,5.1,9.4,5.9,25.51,14.05,16.93,0.9937
sample_866,5.36,9.1,5.6,26.82,13.64,15.93,0.9939
sample_867,2.67,15.6,5.3,13.35,23.31,15.08,0.9937
sample_868,2.7,7.6,2.7,13.52,11.33,7.82,0.9936
sample_869,5.83,20.9,8.0,29.15,31.24,22.79,0.9936
sample_870,5.46,25.8,7.1,27.32,38.51,20.27,0.9937
sample_871,5.06,3.8,4.4,25.32,5.72,12.56,0.9942
sample_872,2.57,5.8,4.0,12.86,8.73,11.34,0.9932
sample_873,0.89,24.5,8.5,4.47,36.59,24.34,0.995
sample_874,4.49,18.5,8.0,22.46,27.63,22.99,0.9935
sample_875,2.64,21.2,3.9,13.2,31.63,11.07,0.994
sample_876,1.41,15.2,7.8,7.07,22.72,22.29,0.9943
sample_877,1.6,21.7,8.6,8.0,32.44,24.49,0.9945
sample_878,2.49,9.3,2.2,12.43,13.85,6.36,0.9936
sample_879,5.15,18.5,10.6,25.77,27.64,30.38,0.9935
sample_880,4.77,4.3,5.8,23.85,6.37,16.59,0.9937
sample_881,2.23,21.4,1.7,11.14,32.01,4.79,0.9941
sample_882,4.25,10.3,3.6,21.23,15.39,10.42,0.994
sample_883,4.19,15.3,4.7,20.97,22.9,13.29,0.9938
sample_884,1.26,15.1,3.8,6.3,22.53,10.86,0.9942
sample_885,2.0,24.3,10.2,10.0,36.22,29.09,0.9944
sample_886,4.57,25.5,6.9,22.87,38.11,19.83,0.9937
sample_887,4.7,13.5,5.8,23.48,20.17,16.49,0.9937
sample_888,1.07,19.0,3.6,5.33,28.29,10.36,0.9945
sample_889,3.88,3.9,3.4,19.42,5.76,9.7,0.9941
sample_890,5.6,19.0,3.5,28.0,28.37,9.86,0.994
sample_891,2.38,10.1,3.7,11.91,15.1,10.7,0.9935
sample_892,3.48,14.8,10.1,17.38,22.03,28.76,0.9936
sample_893,5.07,11.2,1.2,25.36,16.68,3.31,0.9948
sample_894,0.46,5.2,8.1,2.28,7.73,23.26,0.995
sample_895,0.51,6.9,6.9,2.56,10.32,19.79,0.9949
sample_896,0.95,17.7,5.2,4.73,26.39,14.95,0.9947
sample_897,0.67,3.8,3.5,3.33,5.72,10.11,0.9939
sample_898,3.85,7.6,5.6,19.23,11.39,16.0,0.9933
sample_899,2.77,12.8,7.3,13.85,19.17,20.93,0.9936
sample_900,2.44,18.4,3.4,12.21,27.5,9.62,0.994
sample_901,2.83,20.2,1.7,14.13,30.22,4.82,0.9941
sample_902,5.3,6.9,6.0,26.51,10.36,17.09,0.9936
sample_903,4.32,15.2,5.3,21.59,22.65,15.21,0.9937
sample_904,5.04,19.4,1.2,25.22,28.98,3.37,0.9944
sample_905,3.55,23.4,4.7,17.73,34.96,13.48,0.994
sample_906,0.61,7.9,3.3,3.07,11.85,9.33,0.9945
sample_907,0.73,18.8,8.5,3.63,28.13,24.35,0.9949
sample_908,2.29,21.8,0.3,11.46,32.56,0.95,0.9942
sample_909,1.85,15.0,5.9,9.25,22.35,16.96,0.9939
sample_910,4.45,14.5,7.5,22.24,21.66,21.35,0.9935
sample_911,3.71,5.1,1.4,18.53,7.64,3.97,0.995
sample_912,2.12,2.6,2.0,10.58,3.86,5.7,0.9938
sample_913,0.83,5.3,9.6,4.15,7.95,27.4,0.9949
sample_914,4.04,10.0,5.7,20.18,14.87,16.41,0.9934
sample_915,3.85,15.5,4.6,19.23,23.12,13.18,0.9937
sample_916,3.01,16.4,9.1,15.07,24.49,26.12,0.9938
sample_917,5.46,25.4,9.6,27.32,37.87,27.37,0.9936
sample_918,4.03,5.2,2.4,20.14,7.81,6.96,0.9945
sample_919,0.91,19.9,6.6,4.53,29.66,18.83,0.9948
sample_920,2.26,23.6,10.8,11.31,35.17,30.91,0.9944
sample_921,3.98,25.3,10.5,19.89,37.75,30.0,0.9939
sample_922,3.92,5.5,5.9,19.58,8.17,16.81,0.9934
sample_923,1.96,9.7,7.4,9.82,14.54,21.03,0.9939
sample_924,3.66,19.5,9.2,18.32,29.08,26.27,0.9937
sample_925,4.03,9.6,3.9,20.16,14.31,11.03,0.9938
sample_926,1.67,14.9,7.5,8.33,22.25,21.4,0.9942
sample_927,3.37,25.3,9.5,16.84,37.74,27.2,0.994
sample_928,1.08,11.0,3.1,5.42,16.45,8.99,0.9942
sample_929,3.15,18.3,2.0,15.75,27.31,5.63,0.9941
sample_930,2.68,10.0,8.8,13.41,14.88,25.12,0.9936
sample_931,5.05,22.2,6.7,25.23,33.08,19.17,0.9937
sample_932,1.43,23.8,7.3,7.13,35.51,20.81,0.9944
sample_933,1.38,12.1,8.1,6.91,18.07,23.2,0.9944
sample_934,3.32,21.0,5.0,16.58,31.29,14.24,0.9939
sample_935,5.25,25.1,10.8,26.24,37.48,30.8,0.9936
sample_936,4.66,9.7,3.5,23.29,14.45,9.97,0.9941
sample_937,4.86,9.4,6.7,24.31,14.07,19.1,0.9935
sample_938,2.49,3.7,0.7,12.46,5.52,1.93,0.9951
sample_939,1.21,16.5,2.5,6.03,24.6,7.08,0.9942
sample_940,4.96,4.7,7.0,24.8,7.0,19.89,0.9937
sample_941,3.87,8.1,3.1,19.33,12.07,8.84,0.994
sample_942,2.7,2.8,3.2,13.51,4.15,9.15,0.9938
sample_943,1.23,22.3,0.2,6.16,33.22,0.56,0.9946
sample_944,2.32,14.5,8.5,11.58,21.57,24.19,0.994
sample_945,2.83,6.7,10.3,14.16,10.01,29.55,0.9935
sample_946,5.04,6.4,0.2,25.2,9.58,0.65,0.9957
sample_947,5.4,12.7,10.9,27.02,18.9,31.28,0.9935
sample_948,2.64,7.7,2.5,13.22,11.5,7.02,0.9938
sample_949,2.94,23.2,10.9,14.72,34.66,31.09,0.9941
sample_950,2.58,15.4,3.6,12.9,23.04,10.39,0.9937
sample_951,1.34,22.4,9.7,6.7,33.37,27.59,0.9946
sample_952,3.86,16.9,8.4,19.29,25.28,23.89,0.9936
sample_953,4.8,25.8,7.3,24.01,38.55,20.86,0.9937
sample_954,1.78,10.5,6.3,8.88,15.68,18.13,0.9938
sample_955,4.92,23.9,7.7,24.6,35.62,22.08,0.9937
sample_956,0.63,15.8,5.5,3.15,23.56,15.71,0.9949
sample_957,4.07,24.3,6.6,20.33,36.33,18.91,0.9937
sample_958,0.74,10.7,9.4,3.7,15.95,26.81,0.9948
sample_959,2.86,6.5,2.1,14.31,9.75,5.98,0.994
sample_960,1.01,6.8,7.3,5.06,10.18,20.98,0.9944
sample_961,0.99,1.9,2.7,4.93,2.9,7.73,0.9932
sample_962,3.9,6.8,1.4,19.48,10.19,3.98,0.9947
sample_963,4.04,25.1,7.7,20.18,37.47,22.0,0.9938
sample_964,5.13,9.1,5.3,25.65,13.57,15.01,0.9938
sample_965,0.74,3.1,7.6,3.71,4.7,21.6,0.9946
sample_966,4.63,21.0,6.8,23.15,31.28,19.41,0.9936
sample_967,0.71,16.7,1.4,3.57,24.95,3.96,0.9948
sample_968,4.67,15.6,7.7,23.35,23.35,22.05,0.9935
sample_969,2.4,16.6,9.7,12.0,24.83,27.74,0.994
sample_970,1.15,5.1,10.5,5.77,7.67,29.86,0.9946
sample_971,3.19,10.0,0.5,15.93,15.0,1.4,0.9946
sample_972,3.9,17.9,6.7,19.48,26.76,19.16,0.9935
sample_973,3.92,11.2,3.7,19.62,16.66,10.47,0.9936
sample_974,5.17,15.6,5.4,25.83,23.31,15.42,0.9938
sample_975,4.23,6.6,9.8,21.16,9.78,28.05,0.9933
sample_976,0.71,14.6,5.6,3.57,21.77,16.13,0.9947
sample_977,3.93,11.3,5.1,19.65,16.82,14.52,0.9936
sample_978,2.94,17.7,9.3,14.7,26.35,26.69,0.9938
sample_979,3.44,16.2,1.7,17.19,24.12,4.86,0.9943
sample_980,2.13,24.2,3.5,10.64,36.16,9.95,0.9941
sample_981,3.66,19.1,4.9,18.31,28.52,14.03,0.9937
sample_982,4.39,17.6,4.7,21.96,26.28,13.42,0.9937
sample_983,0.6,4.4,6.7,3.01,6.62,19.24,0.9947
sample_984,5.22,17.9,9.0,26.12,26.73,25.76,0.9936
sample_985,1.25,3.1,4.1,6.27,4.58,11.69,0.9933
sample_986,3.64,23.8,10.7,18.2,35.54,30.57,0.9939
sample_987,3.58,21.1,8.5,17.89,31.53,24.21,0.9938
sample_988,3.98,23.1,8.3,19.88,34.48,23.64,0.9938
sample_989,1.88,21.1,3.0,9.42,31.51,8.56,0.9941
sample_990,5.32,25.8,6.1,26.62,38.48,17.41,0.9937
sample_991,4.05,11.0,1.3,20.26,16.34,3.77,0.9945
sample_992,0.92,5.4,7.9,4.58,8.06,22.49,0.9946
sample_993,1.12,21.1,0.4,5.58,31.54,1.06,0.9945
sample_994,4.32,12.9,0.4,21.58,19.21,1.26,0.9947
sample_995,1.3,23.9,6.9,6.5,35.74,19.71,0.9947
sample_996,3.69,15.2,10.1,18.43,22.74,28.92,0.9937
sample_997,3.21,16.0,9.8,16.05,23.92,28.06,0.9936
sample_998,3.45,14.0,4.5,17.23,20.91,12.76,0.9936
sample_999,0.98,17.3,8.6,4.92,25.79,24.54,0.9946
